OBJECTID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, Not Hispanic or Latino Population","White alone, Not Hispanic or Latino Population - Margin of Error","Black or African American alone, Not Hispanic or Latino Population","Black or African American alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native alone, Not Hispanic or Latino Population","American Indian and Alaska Native alone, Not Hispanic or Latino Population - Margin of Error","Asian alone, Not Hispanic or Latino Population","Asian alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race alone, Not Hispanic or Latino Population","Some Other Race alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, Non-Hispanic","Percent of Population that is White alone, Non-Hispanic - Margin of Error","Percent of Population that is Black or African American alone, Non-Hispanic","Percent of Population that is Black or African American alone, Non-Hispanic - Margin of Error","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic - Margin of Error","Percent of Population that is Asian alone, Non-Hispanic","Percent of Population that is Asian alone, Non-Hispanic - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic - Margin of Error","Percent of Population that is Some Other Race alone, Non-Hispanic","Percent of Population that is Some Other Race alone, Non-Hispanic - Margin of Error","Percent of Population that is 2 or More Races, Non-Hispanic","Percent of Population that is 2 or More Races, Non-Hispanic - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Shape_Length,Shape_Area
1264,01095030302,163837739,24266726,Census Tract 303.02,Alabama,Marshall County,3979,529,3759,567,48,58,0,12,76,104,0,12,0,12,94,93,2,4,94.5,6.731303291,1.2,1.448802858,0,0.301583312,1.9,2.60135739,0,0.301583312,0,0.301583312,2.4,2.316072116,0.1,0.100305419,144468.2738,242293085.6
1265,01095030501,20559565,104164,Census Tract 305.01,Alabama,Marshall County,2703,372,2598,377,0,12,12,14,21,21,0,12,0,12,13,14,59,50,96.1,4.422125597,0,0.443951165,0.4,0.514326672,0.8,0.769521751,0,0.443951165,0,0.443951165,0.5,0.513696239,2.2,1.825241298,34038.8716,30388786.06
1266,01095030502,55438288,2643666,Census Tract 305.02,Alabama,Marshall County,5241,728,5008,738,37,33,0,17,57,53,0,17,0,17,36,24,103,66,95.6,4.70227287,0.7,0.621967711,0,0.324365579,1.1,0.999909698,0,0.324365579,0,0.324365579,0.7,0.447877643,2,1.22935729,65592.53576,81946640.85
1267,01095030601,33281787,1281750,Census Tract 306.01,Alabama,Marshall County,2725,461,2606,463,23,38,4,7,5,11,0,12,0,12,25,25,62,80,95.6,5.190316854,0.8,1.387165695,0.1,0.255677604,0.2,0.402474463,0,0.440366972,0,0.440366972,0.9,0.904207474,2.3,2.910437621,41114.36561,48891038.01
1268,01095030602,65644505,8831972,Census Tract 306.02,Alabama,Marshall County,3975,398,2642,284,440,99,10,14,10,9,1,2,0,12,82,52,790,369,66.5,2.599686635,11.1,2.230373697,0.3,0.351299369,0.3,0.22500959,0,0.050251374,0,0.301886792,2.1,1.291767126,19.9,9.067229598,74842.79924,97062453.9
1269,01095030803,39584117,99789,Census Tract 308.03,Alabama,Marshall County,2489,607,1673,507,33,68,6,10,0,12,35,45,0,12,0,12,742,361,67.2,12.09216414,1.3,2.712820041,0.2,0.397443449,0,0.482121334,1.4,1.77513366,0,0.482121334,0,0.482121334,29.8,12.55012984,32285.56485,58253536.43
1270,01095030804,13258264,73469,Census Tract 308.04,Alabama,Marshall County,5168,725,2537,659,354,284,1,3,116,107,0,17,16,30,12,21,2132,619,49.1,10.73195402,6.8,5.410686865,0,0.057986033,2.2,2.046348578,0,0.328947368,0.3,0.578868286,0.2,0.40503901,41.3,10.48657784,19209.13703,19558642.9
1271,01095031001,98552065,305117,Census Tract 310.01,Alabama,Marshall County,3370,421,3109,421,0,12,2,4,0,12,0,12,0,12,28,30,231,135,92.3,4.820549399,0,0.356083086,0.1,0.118462586,0,0.356083086,0,0.356083086,0,0.356083086,0.8,0.884135839,6.9,3.913340663,51390.37103,144753702.5
1272,01095031002,55525516,177540,Census Tract 310.02,Alabama,Marshall County,3331,642,2572,567,32,41,5,7,0,12,0,12,0,12,18,26,704,233,77.2,8.26294997,1,1.216855729,0.2,0.208146179,0,0.360252177,0,0.360252177,0,0.360252177,0.5,0.773566728,21.1,5.686465013,51654.55233,81670740.64
1273,01097000801,2330333,15917,Census Tract 8.01,Alabama,Mobile County,3243,614,226,140,2918,606,0,12,0,12,0,12,0,12,4,9,95,112,7,4.110418292,90,7.678985786,0,0.370027752,0,0.370027752,0,0.370027752,0,0.370027752,0.1,0.276536544,2.9,3.408767105,9933.04874,3184039.071
1274,01097000802,829404,0,Census Tract 8.02,Alabama,Mobile County,1316,209,0,12,1316,209,0,12,0,12,0,12,0,12,0,12,0,12,0,0.911854103,100,22.45977466,0,0.911854103,0,0.911854103,0,0.911854103,0,0.911854103,0,0.911854103,0,0.911854103,4801.289064,1125574.525
1275,01097003206,1269166,8043,Census Tract 32.06,Alabama,Mobile County,1227,346,170,97,872,375,0,12,38,59,0,12,0,12,55,85,92,108,13.9,6.872567545,71.1,23.07476647,0,0.97799511,3.1,4.728505385,0,0.97799511,0,0.97799511,4.5,6.811171801,7.5,8.544237599,8117.851194,1721204.842
1276,01097003207,1481336,11543,Census Tract 32.07,Alabama,Mobile County,2816,613,1238,416,967,359,0,12,148,119,0,12,0,12,108,117,355,273,44,11.25375201,34.3,10.32705022,0,0.426136364,5.3,4.068034587,0,0.426136364,0,0.426136364,3.8,4.070086043,12.6,9.298086375,8565.079338,2008689.331
1277,01097003409,7391761,11202,Census Tract 34.09,Alabama,Mobile County,2617,373,1293,328,1200,304,0,12,0,12,0,12,0,12,124,158,0,12,49.4,10.36804447,45.9,9.60344646,0,0.458540313,0,0.458540313,0,0.458540313,0,0.458540313,4.7,5.999557188,0,0.458540313,15523.17916,10058079.44
1278,01097003410,14560159,19372,Census Tract 34.10,Alabama,Mobile County,4144,943,1750,796,2190,578,0,12,0,12,0,12,0,12,121,93,83,102,42.2,16.63188919,52.8,7.065538561,0,0.28957529,0,0.28957529,0,0.28957529,0,0.28957529,2.9,2.143592217,2,2.418824072,18964.21264,19798320.52
1279,01097003711,3347599,29446,Census Tract 37.11,Alabama,Mobile County,3514,848,2411,535,991,798,0,12,74,119,0,12,0,12,0,12,38,61,68.6,22.49309259,28.2,21.66541021,0,0.341491178,2.1,3.348106525,0,0.341491178,0,0.341491178,0,0.341491178,1.1,1.716186148,11259.45274,4575029.034
1280,01097003712,4136485,53628,Census Tract 37.12,Alabama,Mobile County,3532,583,1956,375,969,544,0,12,306,258,1,14,0,12,195,233,105,109,55.4,5.400598625,27.4,14.72127039,0,0.339750849,8.7,7.163294979,0,0.39634844,0,0.339750849,5.5,6.533581216,3,3.046808565,13586.44057,5676732.615
1281,01097005601,5031896,189908,Census Tract 56.01,Alabama,Mobile County,2826,460,2251,598,463,504,0,12,0,12,0,12,69,106,43,56,0,12,79.7,16.723312,16.4,17.63387894,0,0.42462845,0,0.42462845,0,0.42462845,2.4,3.729769909,1.5,1.966060392,0,0.42462845,16927.91446,6852346.497
1282,01097005602,15943354,312169,Census Tract 56.02,Alabama,Mobile County,4510,647,3397,440,935,447,0,12,0,12,0,12,0,12,10,20,168,185,75.3,14.55820314,20.7,9.454547295,0,0.266075388,0,0.266075388,0,0.266075388,0,0.266075388,0.2,0.442316684,3.7,4.067037265,26449.19941,21702985.22
1283,01097005701,51215015,142387,Census Tract 57.01,Alabama,Mobile County,3396,436,2629,359,165,163,66,108,114,129,0,12,0,12,422,315,0,12,77.4,3.601148225,4.9,4.759057742,1.9,3.170408677,3.4,3.774058447,0,0.35335689,0,0.35335689,12.4,9.137388332,0,0.35335689,43173.91037,69927387.5
1284,01097005702,180503910,9838929,Census Tract 57.02,Alabama,Mobile County,3831,1203,3321,1192,451,127,35,31,0,12,0,12,24,43,0,12,0,12,86.7,15.07030415,11.8,4.96542574,0.9,0.756625379,0,0.313234143,0,0.313234143,0.6,1.105048614,0,0.313234143,0,0.313234143,210270.5716,248853954.9
1285,01097006106,25593919,231224,Census Tract 61.06,Alabama,Mobile County,2817,786,1959,377,742,703,10,22,51,61,0,12,0,12,19,23,36,37,69.5,23.57131557,26.3,23.84888675,0.4,0.774666158,1.8,2.105679712,0,0.425985091,0,0.425985091,0.7,0.794486718,1.3,1.264126372,49040.24147,34862411.64
1286,01097006107,48134557,277164,Census Tract 61.07,Alabama,Mobile County,4106,654,3348,640,709,332,27,41,22,35,0,12,0,12,0,12,0,12,81.5,8.618464119,17.3,7.603593927,0.7,0.993030497,0.5,0.848128201,0,0.292255236,0,0.292255236,0,0.292255236,0,0.292255236,63956.95299,65725651.68
1287,01097006201,173531119,1320625,Census Tract 62.01,Alabama,Mobile County,3544,897,3091,884,38,63,90,106,0,12,2,4,0,12,25,51,298,260,87.2,11.61328819,1.1,1.756814501,2.5,2.921090129,0,0.338600451,0.1,0.111959366,0,0.338600451,0.7,1.427932946,8.4,7.020862528,72917.90866,238197501.3
1288,01097006202,44719761,1576419,Census Tract 62.02,Alabama,Mobile County,1772,458,1159,448,293,308,0,12,106,163,0,12,0,12,108,148,106,161,65.4,18.79895341,16.5,16.84789424,0,0.677200903,6,9.067777345,0,0.677200903,0,0.677200903,6.1,8.202241401,6,8.953260925,37204.22847,62957908.75
1289,01097006303,30201487,4827995,Census Tract 63.03,Alabama,Mobile County,3293,411,2638,506,370,286,0,12,32,46,0,12,0,12,30,36,223,194,80.1,11.66801247,11.2,8.571123751,0,0.364409353,1,1.391627291,0,0.364409353,0,0.364409353,0.9,1.087298837,6.8,5.830339462,29812.73358,47580535.93
1290,01097006304,24086403,2397221,Census Tract 63.04,Alabama,Mobile County,4871,1374,4194,1404,615,216,0,12,37,59,0,12,0,12,0,12,25,44,86.1,15.52194528,12.6,2.641991568,0,0.246355984,0.8,1.192148267,0,0.246355984,0,0.246355984,0,0.246355984,0.5,0.891628241,33920.4448,35998568.32
1291,01097006305,24162059,31542,Census Tract 63.05,Alabama,Mobile County,3810,1303,2974,705,708,1013,52,79,0,12,0,12,0,12,75,89,1,2,78.1,32.48132957,18.6,25.81723355,1.4,2.020271038,0,0.31496063,0,0.31496063,0,0.31496063,2,2.236845392,0,0.051720288,28467.19216,32908589.87
1292,01097006306,15732051,18443,Census Tract 63.06,Alabama,Mobile County,5033,892,3464,756,1227,316,27,45,78,120,0,17,52,79,99,125,86,91,68.8,8.765553641,24.4,4.555410174,0.5,0.889029426,1.5,2.368390275,0,0.337770713,1,1.558923115,2,2.459019548,1.7,1.782524879,23424.70348,21389511.73
1293,01097006307,13845048,64941,Census Tract 63.07,Alabama,Mobile County,4146,699,2928,635,861,333,0,12,27,38,0,12,61,95,58,77,211,227,70.6,9.633820348,20.8,7.228537005,0,0.289435601,0.7,0.909946024,0,0.289435601,1.5,2.2778988,1.4,1.842174693,5.1,5.407506924,22461.15167,18901867.96
1294,01097006408,4501197,5006,Census Tract 64.08,Alabama,Mobile County,3448,492,2454,443,677,289,0,12,19,36,0,12,0,12,0,12,298,299,71.2,7.8699312,19.6,7.89955466,0,0.348027842,0.6,1.041118557,0,0.348027842,0,0.348027842,0,0.348027842,8.6,8.583553844,9914.520592,6108231.238
1295,01097006409,11532862,8157,Census Tract 64.09,Alabama,Mobile County,6908,813,5536,705,1082,832,0,17,62,101,0,17,0,17,0,17,228,180,80.1,3.898685158,15.7,11.90210404,0,0.246091488,0.9,1.458252426,0,0.246091488,0,0.246091488,0,0.246091488,3.3,2.576559065,19231.60168,15648384.61
1296,01097006410,4318090,16152,Census Tract 64.10,Alabama,Mobile County,3983,843,2543,507,1060,667,0,12,32,37,0,12,0,12,121,124,227,187,63.8,18.5642781,26.6,15.77046277,0,0.301280442,0.8,0.913252463,0,0.301280442,0,0.301280442,3,3.046111488,5.7,4.537353854,9784.026143,5875110.239
1297,01097006411,4606322,49495,Census Tract 64.11,Alabama,Mobile County,5022,978,3243,940,1541,661,0,17,31,43,0,17,45,61,86,92,76,81,64.6,13.86368445,30.7,11.72738912,0,0.338510554,0.6,0.847751937,0,0.338510554,0.9,1.202055497,1.7,1.801328976,1.5,1.585749403,10154.09699,6314122.455
1298,01097006412,6062060,8699,Census Tract 64.12,Alabama,Mobile County,5639,1499,4753,1527,669,298,0,17,28,42,0,17,0,17,43,60,146,132,84.3,15.20709874,11.9,4.24043526,0,0.301471892,0.5,0.733023705,0,0.301471892,0,0.301471892,0.8,1.04453131,2.6,2.237372931,13313.30372,8226246.189
1299,01097006413,24661362,297544,Census Tract 64.13,Alabama,Mobile County,4221,606,3599,632,259,180,0,12,284,274,0,12,0,12,79,83,0,12,85.3,8.621866369,6.1,4.172409761,0,0.284292822,6.7,6.41907915,0,0.284292822,0,0.284292822,1.9,1.947913328,0,0.284292822,33732.20253,33823750.25
1300,01097006503,11243031,43012,Census Tract 65.03,Alabama,Mobile County,3569,519,2822,472,552,355,46,66,0,12,0,12,0,12,71,97,78,110,79.1,6.533833199,15.5,9.689146129,1.3,1.839734876,0,0.336228635,0,0.336228635,0,0.336228635,2,2.702408204,2.2,3.065666465,18477.91588,15287043.02
1301,01097006504,48114419,258642,Census Tract 65.04,Alabama,Mobile County,4187,948,3932,975,84,161,0,12,0,12,0,12,0,12,171,222,0,12,93.9,9.495127561,2,3.818311624,0,0.286601385,0,0.286601385,0,0.286601385,0,0.286601385,4.1,5.220869205,0,0.286601385,52848.45092,65402105.7
1302,01097006505,94686529,501122,Census Tract 65.05,Alabama,Mobile County,4437,1016,3374,935,781,577,0,12,0,12,0,12,0,12,174,179,108,99,76,11.86883696,17.6,12.36389518,0,0.270453009,0,0.270453009,0,0.270453009,0,0.270453009,3.9,3.933048952,2.4,2.160501285,65550.09078,128809037.8
1303,01097006703,15392309,14069,Census Tract 67.03,Alabama,Mobile County,2880,642,2190,723,427,384,4,8,259,250,0,12,0,12,0,12,0,12,76,18.51713567,14.8,12.91721439,0.1,0.276046974,9,8.445899287,0,0.416666667,0,0.416666667,0,0.416666667,0,0.416666667,21595.88659,20797693.28
1304,01097006704,30638154,111075,Census Tract 67.04,Alabama,Mobile County,3866,1084,2042,509,1341,950,67,85,225,190,0,12,0,12,164,135,27,44,52.8,19.81634788,34.7,22.5665051,1.7,2.144282707,5.8,4.635801972,0,0.310398345,0,0.310398345,4.2,3.283157248,0.7,1.12115388,31144.11022,41531439.04
1305,01097006803,7617665,73061,Census Tract 68.03,Alabama,Mobile County,2701,602,1713,401,306,263,0,12,265,202,0,12,308,420,77,70,32,55,63.4,4.539583035,11.3,9.404038756,0,0.444279896,9.8,7.151879629,0,0.444279896,11.4,15.34068803,2.9,2.512537378,1.2,2.019089375,14013.86813,10414310.57
1306,01097006804,13839126,185832,Census Tract 68.04,Alabama,Mobile County,4481,902,3458,573,847,744,0,12,63,75,20,33,0,12,3,7,90,98,77.2,20.12011358,18.9,16.16159212,0,0.267797367,1.4,1.649633595,0.4,0.730941915,0,0.267797367,0.1,0.155632742,2,2.149317495,18476.01173,19000915.74
1307,01097006903,6044852,17152,Census Tract 69.03,Alabama,Mobile County,3037,540,1023,279,1141,217,15,26,260,238,0,12,0,12,0,12,598,495,33.7,6.965850727,37.6,2.53552122,0.5,0.851591737,8.6,7.687419156,0,0.39512677,0,0.39512677,0,0.39512677,19.7,15.91851048,14419.85652,8205058.939
1308,01097006904,11317250,8167,Census Tract 69.04,Alabama,Mobile County,4291,738,3100,593,218,171,95,118,24,35,0,12,27,54,55,74,772,468,72.2,6.049632133,5.1,3.888114391,2.2,2.72345252,0.6,0.809968492,0,0.279655092,0.6,1.253786195,1.3,1.710392031,18,10.45841119,26788.15786,15325373.56
1309,01097007203,16266665,71388866,Census Tract 72.03,Alabama,Mobile County,1610,375,1553,379,7,16,0,12,0,12,0,12,0,12,16,17,34,31,96.5,7.026334314,0.4,0.988615577,0,0.745341615,0,0.745341615,0,0.745341615,0,0.745341615,1,1.030216763,2.1,1.861578249,118204.2729,22051612.97
1310,01097007204,64603243,66659424,Census Tract 72.04,Alabama,Mobile County,1541,370,1278,350,214,186,0,12,0,12,0,12,0,12,10,18,39,58,82.9,10.92466682,13.9,11.60039206,0,0.77871512,0,0.77871512,0,0.77871512,0,0.77871512,0.6,1.157634184,2.5,3.714412726,186282.3243,87120238.79
1311,01097980000,1895047,0,Census Tract 9800,Alabama,Mobile County,1071,342,635,253,361,167,0,12,18,39,0,12,0,12,29,33,28,32,59.3,14.1271002,33.7,11.28207709,0,1.120448179,1.7,3.601690571,0,1.120448179,0,1.120448179,2.7,2.957424128,2.6,2.868859378,7341.406421,2571161.557
1312,01099075901,249752379,5076623,Census Tract 759.01,Alabama,Monroe County,3124,658,1793,374,1289,565,42,54,0,12,0,12,0,12,0,12,0,12,57.4,17.01365497,41.3,15.86085574,1.3,1.705200435,0,0.384122919,0,0.384122919,0,0.384122919,0,0.384122919,0,0.384122919,157305.7427,345171479.5
1313,01099075902,18080414,18229,Census Tract 759.02,Alabama,Monroe County,2711,460,967,257,1727,531,1,3,0,12,0,12,0,12,0,12,16,27,35.7,7.296389023,63.7,16.33425563,0,0.11048313,0,0.442641092,0,0.442641092,0,0.442641092,0,0.442641092,0.6,0.990894969,28124.45161,24990303.7
1314,01099076101,217531858,307545,Census Tract 761.01,Alabama,Monroe County,1825,449,1559,432,55,75,73,68,0,12,8,12,0,12,96,109,34,49,85.4,10.89133256,3,4.042149228,4,3.593717919,0,0.657534247,0.4,0.648629459,0,0.657534247,5.3,5.830703523,1.9,2.645518903,102167.2717,299817686.9
1315,01099076102,151600173,172274,Census Tract 761.02,Alabama,Monroe County,4095,546,3054,466,925,316,21,25,34,45,0,12,0,12,61,68,0,12,74.6,5.533394326,22.6,7.104711766,0.5,0.606659467,0.8,1.093310672,0,0.293040293,0,0.293040293,1.5,1.648640845,0,0.293040293,76132.67028,209025005.9
1316,01101002901,1402875,0,Census Tract 29.01,Alabama,Montgomery County,3659,1101,104,80,3554,1103,0,12,0,12,0,12,0,12,1,4,0,12,2.8,2.012172502,97.1,7.383178839,0,0.327958459,0,0.327958459,0,0.327958459,0,0.327958459,0,0.109009735,0,0.327958459,7087.127331,1970015.61
1317,01101002902,3583817,11762,Census Tract 29.02,Alabama,Montgomery County,4005,758,168,131,3798,775,0,12,0,12,0,12,7,13,12,24,20,24,4.2,3.173099704,94.8,7.233163574,0,0.299625468,0,0.299625468,0,0.299625468,0.2,0.322904261,0.3,0.596561708,0.5,0.591750682,13292.10366,5048764.874
1318,01101003303,3227632,0,Census Tract 33.03,Alabama,Montgomery County,2580,446,519,148,2027,406,0,12,34,46,0,12,0,12,0,12,0,12,20.1,4.562226583,78.6,7.948394687,0,0.465116279,1.3,1.768331905,0,0.465116279,0,0.465116279,0,0.465116279,0,0.465116279,8926.017337,4534599.784
1319,01101003304,3981348,1106,Census Tract 33.04,Alabama,Montgomery County,3528,610,962,381,2193,530,0,12,347,209,0,12,0,12,26,44,0,12,27.3,9.715840486,62.2,10.49618868,0,0.340136054,9.8,5.674695211,0,0.340136054,0,0.340136054,0.7,1.240639101,0,0.340136054,9791.654276,5596853.729
1320,01101005411,4449501,88108,Census Tract 54.11,Alabama,Montgomery County,3352,604,2581,478,294,374,0,12,453,339,0,12,0,12,0,12,24,38,77,3.293980017,8.8,11.04501858,0,0.357995227,13.5,9.815811782,0,0.357995227,0,0.357995227,0,0.357995227,0.7,1.126286364,13000.9872,6376249.768
1321,01101005412,10531904,113534,Census Tract 54.12,Alabama,Montgomery County,5051,474,3335,355,1275,360,0,17,211,132,0,17,0,17,104,104,126,80,66,3.317427064,25.2,6.722133156,0,0.336567016,4.2,2.583774013,0,0.336567016,0,0.336567016,2.1,2.049911915,2.5,1.566449272,22923.08972,14960333.51
1322,01101005413,13028795,183257,Census Tract 54.13,Alabama,Montgomery County,3575,499,2371,340,971,399,0,12,126,123,0,12,0,12,38,54,69,57,66.3,2.180256077,27.2,10.49722486,0,0.335664336,3.5,3.405207285,0,0.335664336,0,0.335664336,1.1,1.503185394,1.9,1.571481102,21214.68724,18582241.51
1323,01101005414,23052530,1083984,Census Tract 54.14,Alabama,Montgomery County,5012,1403,1068,349,3760,1403,0,17,102,112,0,17,0,17,31,43,51,60,21.3,3.592597136,75,18.50917333,0,0.339185954,2,2.160800674,0,0.339185954,0,0.339185954,0.6,0.840288774,1,1.162745546,40761.93866,33140518.34
1324,01101005613,8113279,31435,Census Tract 56.13,Alabama,Montgomery County,5893,1069,520,285,3724,936,63,88,0,17,0,17,0,17,877,541,709,354,8.8,4.563667349,63.2,10.99397554,1.1,1.480651011,0,0.288477855,0,0.288477855,0,0.288477855,14.9,8.774476249,12,5.596636473,14032.9319,11432858.97
1325,01101005614,1840357,5645,Census Tract 56.14,Alabama,Montgomery County,2750,638,76,121,1759,555,0,12,0,12,0,12,0,12,0,12,915,494,2.8,4.353034481,64,13.6781993,0,0.436363636,0,0.436363636,0,0.436363636,0,0.436363636,0,0.436363636,33.3,16.22051355,7514.386893,2592278.634
1326,01101005903,167584424,2831627,Census Tract 59.03,Alabama,Montgomery County,2243,370,1107,310,1038,295,31,47,0,12,0,12,0,12,0,12,67,97,49.4,11.16843679,46.3,10.70985613,1.4,2.082968457,0,0.534997771,0,0.534997771,0,0.534997771,0,0.534997771,3,4.296402247,76480.53019,238372417.8
1327,01101005904,217850818,3464268,Census Tract 59.04,Alabama,Montgomery County,2751,796,1015,297,1520,696,0,12,0,12,0,12,0,12,7,13,209,234,36.9,1.607427644,55.3,19.60842442,0,0.436205016,0,0.436205016,0,0.436205016,0,0.436205016,0.3,0.466784621,7.6,8.217035448,142787.6263,310108503
1328,01103005201,133030120,386680,Census Tract 52.01,Alabama,Morgan County,1867,398,1591,447,251,207,25,38,0,12,0,12,0,12,0,12,0,12,85.2,15.59535442,13.4,10.71049478,1.3,2.015234391,0,0.642742367,0,0.642742367,0,0.642742367,0,0.642742367,0,0.642742367,64166.45513,196356628.3
1329,01103005202,76216745,1134350,Census Tract 52.02,Alabama,Morgan County,4917,856,4721,877,7,6,10,19,12,22,0,12,0,12,22,34,145,233,96,6.223603532,0.1,0.119482244,0.2,0.384789015,0.2,0.445405489,0,0.244051251,0,0.244051251,0.4,0.687077379,2.9,4.710769956,83778.6615,114080411.1
1330,01103005305,40686335,182170,Census Tract 53.05,Alabama,Morgan County,5437,756,4491,674,438,257,0,17,10,18,0,17,0,17,498,328,0,17,82.6,4.664741083,8.1,4.592229464,0,0.31267243,0.2,0.330075661,0,0.31267243,0,0.31267243,9.2,5.896768852,0,0.31267243,50439.25756,60288329.6
1331,01103005306,39881685,3505316,Census Tract 53.06,Alabama,Morgan County,3820,493,3478,494,157,114,9,13,13,21,0,12,0,12,65,62,98,82,91,5.400456456,4.1,2.936777238,0.2,0.338953053,0.3,0.547980961,0,0.314136126,0,0.314136126,1.7,1.608111792,2.6,2.120909565,78641.40227,60749461.24
1332,01103005601,170307940,570933,Census Tract 56.01,Alabama,Morgan County,3662,600,3314,622,115,143,118,164,74,104,0,12,0,12,5,9,36,60,90.5,8.285225687,3.1,3.8709233,3.2,4.447198346,2,2.82061256,0,0.327689787,0,0.327689787,0.1,0.244747065,1,1.63051252,104817.9213,251384959.8
1333,01103005602,77123343,352150,Census Tract 56.02,Alabama,Morgan County,2620,664,2577,656,0,12,0,12,0,12,0,12,0,12,24,36,19,34,98.4,2.350785234,0,0.458015267,0,0.458015267,0,0.458015267,0,0.458015267,0,0.458015267,0.9,1.354291787,0.7,1.284629407,64314.46569,113898873.2
1334,01103005703,53466330,2351046,Census Tract 57.03,Alabama,Morgan County,3211,579,2605,471,110,165,0,12,0,12,0,12,0,12,51,129,445,386,81.1,1.077508345,3.4,5.101322477,0,0.373715353,0,0.373715353,0,0.373715353,0,0.373715353,1.6,4.007218666,13.9,11.75856874,45892.65537,79421754.43
1335,01103005704,106822316,5691639,Census Tract 57.04,Alabama,Morgan County,3524,553,3187,538,65,92,69,82,0,12,0,12,0,12,45,53,158,240,90.4,5.62744791,1.8,2.594574646,2,2.30652602,0,0.340522134,0,0.340522134,0,0.340522134,1.3,1.490563582,4.5,6.774002632,109222.9438,158653395.6
1336,01105687001,387446396,2409067,Census Tract 6870.01,Alabama,Perry County,1194,348,774,272,417,229,3,5,0,12,0,12,0,12,0,12,0,12,64.8,12.7275854,34.9,16.25515524,0.3,0.412307686,0,1.005025126,0,1.005025126,0,1.005025126,0,1.005025126,0,1.005025126,139727.8829,551325049
1337,01105687002,232689401,1457196,Census Tract 6870.02,Alabama,Perry County,4439,566,1237,259,3016,450,0,12,8,17,0,12,0,12,0,12,178,191,27.9,4.627969557,67.9,5.264647601,0,0.270331156,0.2,0.382279104,0,0.270331156,0,0.270331156,0,0.270331156,4,4.272285255,129712.1729,330724045.5
1338,01107050401,405367984,18069649,Census Tract 504.01,Alabama,Pickens County,2671,419,668,233,2003,419,0,12,0,12,0,12,0,12,0,12,0,12,25,7.791324248,75,10.37764553,0,0.449269936,0,0.449269936,0,0.449269936,0,0.449269936,0,0.449269936,0,0.449269936,354156.2119,581817795.8
1339,01107050402,531284022,1751614,Census Tract 504.02,Alabama,Pickens County,2815,417,1573,329,1242,354,0,12,0,12,0,12,0,12,0,12,0,12,55.9,8.250774604,44.1,10.7436407,0,0.426287744,0,0.426287744,0,0.426287744,0,0.426287744,0,0.426287744,0,0.426287744,178532.8466,762918001.3
1340,01109189001,48798192,8482,Census Tract 1890.01,Alabama,Pike County,2785,461,1825,424,946,232,0,12,0,12,0,12,0,12,14,69,0,12,65.5,10.68285611,34,6.146568219,0,0.430879713,0,0.430879713,0,0.430879713,0,0.430879713,0.5,2.47616061,0,0.430879713,49378.50141,67770297.18
1341,01109189002,13843128,14983,Census Tract 1890.02,Alabama,Pike County,717,249,366,156,216,224,0,12,42,76,0,12,0,12,79,77,14,31,51,12.61445947,30.1,29.43746408,0,1.673640167,5.9,10.4026823,0,1.673640167,0,1.673640167,11,10.03439281,2,4.270064586,20555.74572,19226735.69
